date_vente;heure;magasin;code_produit;libelle_produit;qte;prix_unitaire;mode_paiement
28/05/2026;09:47;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;3;12000;Cash
06/11/2025;13:46;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Cash
20/01/2026;11:41;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
16/12/2025;14:18;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;1;9000;Carte Bancaire
19/08/2025;15:32;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
22/12/2025;15:40;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
12/05/2026;14:38;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
25/12/2025;12:43;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
04/11/2025;18:54;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;3;28000;Mobile Money
14/09/2025;15:39;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;2;3500;Mobile Money
01/06/2025;14:42;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;2;3500;Mobile Money
05/04/2026;09:54;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
06/03/2026;13:44;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;26600;Cash
30/05/2026;12:49;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;1;8550;Mobile Money
06/12/2025;17:56;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
14/02/2026;08:27;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
07/07/2025;08:08;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;1800;Carte Bancaire
19/06/2025;10:12;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
01/12/2025;19:07;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;3;15000;Orange Money
03/10/2025;18:29;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
04/10/2025;18:35;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;2;9000;Orange Money
03/11/2025;12:50;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
24/12/2025;08:24;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
26/05/2026;08:11;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
28/04/2026;09:18;Magasin-Douala-01;P-0403;Power Bank 10000mAh;2;15000;Mobile Money
21/04/2026;14:15;Magasin-Douala-01;P-0411;Savon Noir Artisanal;2;1900;Orange Money
21/11/2025;12:18;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
30/03/2026;16:56;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3325;Mobile Money
27/12/2025;14:37;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Cash
30/06/2025;16:49;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Cash
15/02/2026;15:00;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;3;18000;Carte Bancaire
03/10/2025;10:11;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
01/03/2026;13:05;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Mobile Money
31/07/2025;20:49;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;1;9000;Orange Money
06/09/2025;17:03;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Cash
29/04/2026;13:33;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;2;3500;Mobile Money
10/03/2026;09:58;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
07/08/2025;19:23;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
08/06/2025;12:03;Magasin-Douala-02;P-0408;Sac à Main Cuir Bafia;1;35000;Carte Bancaire
12/07/2025;21:24;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
01/09/2025;18:35;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
12/04/2026;16:14;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
16/07/2025;21:48;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;2;12000;Mobile Money
12/03/2026;16:10;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;3;9000;Carte Bancaire
28/08/2025;21:05;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;2;3500;Mobile Money
30/10/2025;17:29;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
22/09/2025;21:48;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;11250;Orange Money
08/04/2026;12:23;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
18/09/2025;20:24;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;2;4050;Orange Money
23/12/2025;12:54;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
27/02/2026;16:58;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;2;4500;Orange Money
29/06/2025;15:09;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;2;4500;Mobile Money
20/03/2026;11:41;Magasin-Douala-01;P-0411;Savon Noir Artisanal;3;2000;Orange Money
15/06/2025;08:44;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;2;24500;Cash
08/08/2025;16:50;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
02/05/2026;20:19;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;35000;Orange Money
10/11/2025;13:24;Magasin-Yaounde-01;P-0401;Casque BT XR200;2;24500;Orange Money
21/01/2026;15:49;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;2;28000;Mobile Money
10/06/2025;19:42;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
27/12/2025;19:55;Magasin-Bafoussam-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
30/09/2025;21:52;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
31/12/2025;14:43;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;2;3500;Mobile Money
13/09/2025;10:10;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Carte Bancaire
02/06/2025;11:14;Magasin-Douala-02;P-0403;Power Bank 10000mAh;3;15000;Mobile Money
22/10/2025;11:31;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;3;12500;Carte Bancaire
09/06/2025;12:02;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;2;3500;Cash
03/04/2026;13:39;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
07/09/2025;21:04;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;2;32000;Cash
05/09/2025;14:37;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;3;2000;Cash
21/01/2026;17:26;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;2;28000;Orange Money
01/12/2025;19:34;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
10/08/2025;21:10;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;2;18000;Mobile Money
21/11/2025;14:10;Magasin-Douala-01;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
13/06/2025;17:07;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;3;15500;Mobile Money
12/07/2025;10:01;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Cash
07/11/2025;14:11;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Carte Bancaire
03/09/2025;18:10;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
06/11/2025;16:18;Magasin-Douala-02;P-0403;Power Bank 10000mAh;;15000;Mobile Money
01/04/2026;17:24;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;1;9000;Cash
21/10/2025;14:04;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
27/11/2025;10:20;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
25/11/2025;21:37;Magasin-Douala-01;P-0414;Set 6 Verres Décorés;3;9000;Mobile Money
10/10/2025;09:22;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;1;2000;Cash
09/12/2025;10:31;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
17/01/2026;17:11;Magasin-Douala-01;P-0403;Power Bank 10000mAh;2;15000;Carte Bancaire
15/06/2025;11:41;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
21/10/2025;17:12;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;2;15000;Orange Money
10/12/2025;16:20;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Carte Bancaire
05/02/2026;15:55;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;35000;Carte Bancaire
19/12/2025;13:05;Magasin-Douala-02;P-0410;Huile Coco Bio 500 ml;2;4500;Carte Bancaire
15/05/2026;18:39;Magasin-Douala-02;P-0406;Robe Wax Akwa;1;28000;Cash
15/09/2025;09:35;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
12/01/2026;14:49;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
14/11/2025;12:25;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Cash
26/12/2025;16:46;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
07/08/2025;09:43;Magasin-Douala-02;P-0403;Power Bank 10000mAh;2;15000;Orange Money
05/01/2026;09:58;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
27/11/2025;17:26;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;35000;Carte Bancaire
24/08/2025;12:04;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;2;4500;Carte Bancaire
04/04/2026;15:35;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
06/03/2026;08:52;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
01/05/2026;08:03;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
01/03/2026;18:20;Magasin-Bafoussam-01;P-0411;Savon Noir Artisanal;2;2000;Orange Money
05/07/2025;18:45;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;3;32000;Orange Money
06/10/2025;16:41;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
17/02/2026;13:27;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
13/08/2025;12:25;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;2;24500;Mobile Money
04/01/2026;19:21;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
17/12/2025;11:05;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;1;9000;Cash
27/03/2026;17:52;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Cash
08/07/2025;09:08;Magasin-Yaounde-01;P-0401;Casque BT XR200;1;24500;Mobile Money
09/05/2026;11:31;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Orange Money
24/06/2025;10:46;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
25/10/2025;14:29;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;3;35000;Orange Money
22/04/2026;20:03;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;2;32000;Cash
03/10/2025;14:56;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;1;8550;Cash
10/08/2025;09:58;Magasin-Yaounde-01;P-0401;Casque BT XR200;1;24500;Cash
11/06/2025;09:17;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
29/12/2025;08:29;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
27/01/2026;17:28;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
16/09/2025;08:08;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
08/12/2025;19:06;Magasin-Yaounde-01;P-0410;Huile Coco Bio 500 ml;2;4500;Orange Money
27/11/2025;10:31;Magasin-Bafoussam-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
04/06/2025;16:49;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
30/12/2025;20:45;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
15/10/2025;18:45;Magasin-Douala-01;P-0406;Robe Wax Akwa;1;28000;Cash
18/05/2026;08:02;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
25/08/2025;17:15;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
14/12/2025;15:07;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;2;28800;Orange Money
01/09/2025;15:52;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
18/12/2025;08:47;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
20/06/2025;11:07;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
22/11/2025;21:12;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
13/12/2025;14:29;Magasin-Yaounde-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
01/08/2025;19:32;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;1;4050;Cash
14/01/2026;15:32;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Orange Money
31/08/2025;10:09;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Cash
16/10/2025;09:21;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
10/01/2026;19:41;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;14725;Mobile Money
13/12/2025;19:17;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Cash
14/07/2025;10:25;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;3;5000;Cash
25/11/2025;18:33;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;23275;Orange Money
20/05/2026;16:59;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;2;12000;Cash
22/10/2025;14:34;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;3;35000;Cash
15/07/2025;13:45;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;3;4500;Cash
19/01/2026;15:55;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;2;4500;Orange Money
05/07/2025;13:12;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
23/03/2026;18:02;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Orange Money
01/11/2025;14:39;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;2;14725;Orange Money
22/07/2025;19:55;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
02/02/2026;14:19;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Mobile Money
12/11/2025;11:44;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Mobile Money
24/12/2025;15:20;Magasin-Douala-02;P-0409;Sandales Cuir Artisanales;1;12500;Carte Bancaire
04/05/2026;17:24;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;3;3500;Cash
28/06/2025;20:53;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;23275;Carte Bancaire
12/04/2026;21:55;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Carte Bancaire
07/03/2026;09:57;Magasin-Douala-02;P-0414;Set 6 Verres Décorés;1;9000;Orange Money
16/09/2025;15:37;Magasin-Douala-02;P-0411;Savon Noir Artisanal;2;2000;Cash
12/02/2026;16:05;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
01/08/2025;12:02;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
07/11/2025;20:16;Magasin-Douala-01;P-0401;Casque BT XR200;1;24500;Mobile Money
17/07/2025;08:53;Magasin-Douala-01;P-0411;Savon Noir Artisanal;2;2000;Carte Bancaire
29/03/2026;08:05;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;1;3500;Cash
15/08/2025;11:41;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
06/11/2025;17:56;Magasin-Douala-02;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
16/11/2025;15:19;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;4500;Orange Money
19/05/2026;10:44;Magasin-Douala-02;P-0411;Savon Noir Artisanal;1;2000;Cash
10/12/2025;09:36;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
24/12/2025;17:37;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
12/05/2026;21:32;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;2;3500;Carte Bancaire
02/04/2026;18:20;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
10/11/2025;21:26;Magasin-Douala-02;P-0407;Chemise Homme Slim Fit;1;15500;Orange Money
21/10/2025;12:44;Magasin-Douala-02;P-0403;Power Bank 10000mAh;1;15000;Orange Money
12/02/2026;13:28;Magasin-Yaounde-01;P-0408;Sac à Main Cuir Bafia;1;35000;Carte Bancaire
02/12/2025;15:56;Magasin-Douala-02;P-0412;Crème Karité Pure 250g;3;3500;Cash
18/11/2025;15:43;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Cash
25/11/2025;20:55;Magasin-Douala-02;P-0414;Set 6 Verres Décorés;2;9000;Mobile Money
03/03/2026;21:43;Magasin-Douala-01;P-0408;Sac à Main Cuir Bafia;1;35000;Mobile Money
29/04/2026;19:18;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;;28000;Carte Bancaire
19/01/2026;16:56;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
21/08/2025;16:40;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Carte Bancaire
09/12/2025;19:54;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
20/01/2026;08:32;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
05/10/2025;09:23;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;2;24500;Mobile Money
31/07/2025;08:17;Magasin-Douala-02;P-0408;Sac à Main Cuir Bafia;2;35000;Mobile Money
16/08/2025;11:06;Magasin-Bafoussam-01;P-0407;Chemise Homme Slim Fit;3;15500;Mobile Money
15/12/2025;18:05;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
21/10/2025;13:23;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Cash
22/11/2025;09:26;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;2;3500;Carte Bancaire
25/12/2025;19:12;Magasin-Yaounde-01;P-0410;Huile de Coco Bio 500ml;1;4500;Orange Money
28/06/2025;12:16;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Mobile Money
18/03/2026;13:14;Magasin-Bafoussam-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
17/04/2026;21:13;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
20/10/2025;14:17;Magasin-Douala-02;P-0404;Montre Connectée FitTrack;2;30400;Carte Bancaire
20/03/2026;12:12;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;3;5000;Carte Bancaire
11/12/2025;17:09;Magasin-Yaounde-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
13/09/2025;15:05;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;2000;Cash
31/05/2026;17:35;Magasin-Douala-01;P-0407;Chemise Homme Slim Fit;1;15500;Carte Bancaire
07/04/2026;14:54;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Cash
18/12/2025;17:14;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
01/08/2025;19:55;Magasin-Yaounde-01;P-0411;Savon Noir Artisanal;3;2000;Mobile Money
17/09/2025;08:27;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
16/10/2025;14:31;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
21/03/2026;15:39;Magasin-Douala-02;P-0410;Huile de Coco Bio 500ml;2;4500;Cash
27/05/2026;09:15;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;2;5000;Carte Bancaire
08/01/2026;20:34;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;2;32000;Carte Bancaire
21/04/2026;12:45;Magasin-Douala-01;P-0411;Savon Noir Artisanal;3;2000;Carte Bancaire
03/03/2026;16:41;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Mobile Money
10/12/2025;15:00;Magasin-Bafoussam-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
23/08/2025;10:08;Magasin-Douala-02;P-0402;Chargeur Solaire Portable 20W;1;18000;Orange Money
19/12/2025;09:10;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;1;9000;Cash
05/03/2026;13:39;Magasin-Yaounde-01;P-0413;Mug Personnalisé Céramique;1;5000;Mobile Money
07/11/2025;12:04;Magasin-Yaounde-01;P-0407;Chemise Homme Slim Fit;1;15500;Mobile Money
12/11/2025;13:13;Magasin-Yaounde-01;P-0406;Robe Wax Akwa;1;28000;Cash
09/12/2025;17:23;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;30400;Carte Bancaire
14/10/2025;19:34;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;2;5000;Mobile Money
03/01/2026;20:45;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Cash
03/08/2025;21:18;Magasin-Douala-02;P-0401;Casque BT XR200;1;24500;Orange Money
30/09/2025;20:27;Magasin-Douala-01;P-0402;Chargeur Solaire Portable 20W;1;18000;Cash
30/11/2025;09:00;Magasin-Douala-02;P-0401;Casque Bluetooth XR-200;1;24500;Carte Bancaire
17/09/2025;10:31;Magasin-Douala-01;P-0410;Huile de Coco Bio 500ml;2;4500;Cash
12/06/2025;18:58;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Carte Bancaire
25/02/2026;20:39;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
18/06/2025;21:10;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
07/06/2025;20:34;Magasin-Bafoussam-01;P-0410;Huile de Coco Bio 500ml;1;4500;Carte Bancaire
13/12/2025;16:57;Magasin-Yaounde-01;P-0402;Chargeur Solaire Portable 20W;3;18000;Cash
26/06/2025;09:22;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;1;5000;Orange Money
27/07/2025;15:07;Magasin-Douala-01;P-0413;Mug Personnalisé Céramique;1;5000;Cash
06/10/2025;19:22;Magasin-Douala-01;P-0406;Robe Wax Modèle Akwa;1;28000;Cash
22/03/2026;12:33;Magasin-Douala-02;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
09/07/2025;18:55;Magasin-Yaounde-01;P-0414;Set 6 Verres Décorés;1;9000;Carte Bancaire
02/11/2025;21:41;Magasin-Douala-01;P-0411;Savon Noir Artisanal;1;1800;Mobile Money
05/09/2025;21:14;Magasin-Douala-01;P-0403;Power Bank 10000mAh;3;15000;Orange Money
15/10/2025;13:48;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Orange Money
29/04/2026;11:34;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
30/07/2025;19:33;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;2;12000;Carte Bancaire
30/05/2026;18:37;Magasin-Bafoussam-01;P-0410;Huile Coco Bio 500 ml;1;4500;Carte Bancaire
21/10/2025;11:50;Magasin-Douala-01;P-0409;Sandales Cuir Artisanales;1;12500;Mobile Money
26/07/2025;14:15;Magasin-Yaounde-01;P-0409;Sandales Cuir Artisanales;1;12500;Cash
08/11/2025;16:38;Magasin-Bafoussam-01;P-0403;Power Bank 10000mAh;1;15000;Carte Bancaire
03/04/2026;12:55;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Cash
13/09/2025;12:39;Magasin-Douala-01;P-0404;Montre Connectée FitTrack;1;32000;Mobile Money
31/12/2025;14:39;Magasin-Douala-02;P-0413;Mug Personnalisé Céramique;1;5000;Cash
06/09/2025;15:37;Magasin-Bafoussam-01;P-0413;Mug Personnalisé Céramique;3;5000;Carte Bancaire
25/05/2026;08:28;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Orange Money
20/02/2026;14:28;Magasin-Bafoussam-01;P-0404;Montre Connectée FitTrack;1;32000;Orange Money
14/11/2025;21:53;Magasin-Yaounde-01;P-0406;Robe Wax Akwa;1;28000;Carte Bancaire
14/07/2025;21:53;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;2;12000;Carte Bancaire
04/10/2025;15:32;Magasin-Bafoussam-01;P-0412;Crème Karité Pure 250g;1;3500;Mobile Money
10/12/2025;19:40;Magasin-Douala-01;P-0401;Casque BT XR200;1;24500;Cash
03/01/2026;19:11;Magasin-Douala-01;P-0401;Casque Bluetooth XR-200;1;24500;Mobile Money
15/10/2025;12:24;Magasin-Douala-01;P-0403;Power Bank 10000mAh;1;15000;Mobile Money
24/11/2025;14:20;Magasin-Yaounde-01;P-0404;Montre Connectée FitTrack;1;32000;Carte Bancaire
07/03/2026;15:36;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;1;3500;Orange Money
12/04/2026;21:04;Magasin-Douala-01;P-0401;casque bluetooth xr-200;3;24500;Carte Bancaire
27/04/2026;21:36;Magasin-Yaounde-01;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
11/04/2026;20:51;Magasin-Douala-01;P-0412;Crème Karité Pure 250g;2;3500;Orange Money
17/12/2025;15:22;Magasin-Yaounde-01;P-0412;Crème Karité Pure 250g;2;3500;Cash
02/10/2025;20:20;Magasin-Douala-01;P-0401;Casque BT XR200;1;24500;Mobile Money
21/10/2025;08:50;Magasin-Bafoussam-01;P-0414;Set 6 Verres Décorés;1;9000;Cash
19/03/2026;10:29;Magasin-Bafoussam-01;P-0405;Enceinte Bluetooth Mini;1;12000;Cash
